city, report_records
基隆市, 0
臺北市, 0
新北市, 165
宜蘭縣, 177
新竹市, 34
新竹縣, 395
桃園市, 776
苗栗縣, 207
臺中市, 1096
彰化縣, 2482
南投縣, 159
嘉義市, 7
嘉義縣, 235
雲林縣, 231
臺南市, 840
高雄市, 402
屏東縣, 340
臺東縣, 24
花蓮縣, 114
金門縣, 1
連江縣, 0
澎湖縣, 0
