city, report_records
基隆市, 0
臺北市, 0
新北市, 145
宜蘭縣, 173
新竹市, 29
新竹縣, 321
桃園市, 649
苗栗縣, 171
臺中市, 995
彰化縣, 2151
南投縣, 131
嘉義市, 7
嘉義縣, 215
雲林縣, 189
臺南市, 706
高雄市, 348
屏東縣, 298
臺東縣, 22
花蓮縣, 108
金門縣, 0
連江縣, 0
澎湖縣, 0
