city, report_records
基隆市, 0
臺北市, 0
新北市, 76
宜蘭縣, 108
新竹市, 7
新竹縣, 148
桃園市, 266
苗栗縣, 75
臺中市, 511
彰化縣, 817
南投縣, 44
嘉義市, 4
嘉義縣, 101
雲林縣, 48
臺南市, 269
高雄市, 159
屏東縣, 111
臺東縣, 10
花蓮縣, 94
金門縣, 0
連江縣, 0
澎湖縣, 0
