city, report_records
基隆市, 0
臺北市, 0
新北市, 135
宜蘭縣, 171
新竹市, 28
新竹縣, 292
桃園市, 599
苗栗縣, 150
臺中市, 956
彰化縣, 2025
南投縣, 123
嘉義市, 7
嘉義縣, 205
雲林縣, 178
臺南市, 674
高雄市, 329
屏東縣, 279
臺東縣, 22
花蓮縣, 107
金門縣, 0
連江縣, 0
澎湖縣, 0
