city, report_records
基隆市, 0
臺北市, 0
新北市, 105
宜蘭縣, 146
新竹市, 12
新竹縣, 220
桃園市, 447
苗栗縣, 97
臺中市, 728
彰化縣, 1552
南投縣, 82
嘉義市, 7
嘉義縣, 144
雲林縣, 125
臺南市, 480
高雄市, 251
屏東縣, 200
臺東縣, 10
花蓮縣, 96
金門縣, 0
連江縣, 0
澎湖縣, 0
