city, report_records
基隆市, 0
臺北市, 0
新北市, 159
宜蘭縣, 177
新竹市, 34
新竹縣, 365
桃園市, 733
苗栗縣, 192
臺中市, 1064
彰化縣, 2388
南投縣, 156
嘉義市, 7
嘉義縣, 226
雲林縣, 218
臺南市, 792
高雄市, 383
屏東縣, 330
臺東縣, 24
花蓮縣, 114
金門縣, 1
連江縣, 0
澎湖縣, 0
