city, report_records
基隆市, 0
臺北市, 0
新北市, 100
宜蘭縣, 140
新竹市, 12
新竹縣, 191
桃園市, 338
苗栗縣, 86
臺中市, 628
彰化縣, 1188
南投縣, 49
嘉義市, 4
嘉義縣, 116
雲林縣, 99
臺南市, 337
高雄市, 209
屏東縣, 170
臺東縣, 10
花蓮縣, 95
金門縣, 0
連江縣, 0
澎湖縣, 0
