city, report_records
基隆市, 0
臺北市, 0
新北市, 100
宜蘭縣, 140
新竹市, 12
新竹縣, 191
桃園市, 363
苗栗縣, 91
臺中市, 643
彰化縣, 1276
南投縣, 52
嘉義市, 5
嘉義縣, 116
雲林縣, 99
臺南市, 412
高雄市, 210
屏東縣, 171
臺東縣, 10
花蓮縣, 95
金門縣, 0
連江縣, 0
澎湖縣, 0
