city, report_records
基隆市, 0
臺北市, 0
新北市, 161
宜蘭縣, 177
新竹市, 34
新竹縣, 384
桃園市, 754
苗栗縣, 205
臺中市, 1083
彰化縣, 2436
南投縣, 156
嘉義市, 7
嘉義縣, 232
雲林縣, 226
臺南市, 833
高雄市, 394
屏東縣, 337
臺東縣, 24
花蓮縣, 114
金門縣, 1
連江縣, 0
澎湖縣, 0
