city, report_records
基隆市, 0
臺北市, 0
新北市, 110
宜蘭縣, 157
新竹市, 18
新竹縣, 227
桃園市, 482
苗栗縣, 110
臺中市, 782
彰化縣, 1673
南投縣, 110
嘉義市, 7
嘉義縣, 150
雲林縣, 138
臺南市, 516
高雄市, 272
屏東縣, 216
臺東縣, 22
花蓮縣, 103
金門縣, 0
連江縣, 0
澎湖縣, 0
