city, report_records
基隆市, 0
臺北市, 0
新北市, 111
宜蘭縣, 166
新竹市, 22
新竹縣, 232
桃園市, 501
苗栗縣, 113
臺中市, 800
彰化縣, 1715
南投縣, 110
嘉義市, 7
嘉義縣, 156
雲林縣, 146
臺南市, 539
高雄市, 279
屏東縣, 231
臺東縣, 22
花蓮縣, 103
金門縣, 0
連江縣, 0
澎湖縣, 0
