city, report_records
基隆市, 0
臺北市, 0
新北市, 121
宜蘭縣, 168
新竹市, 22
新竹縣, 244
桃園市, 501
苗栗縣, 113
臺中市, 828
彰化縣, 1755
南投縣, 112
嘉義市, 7
嘉義縣, 164
雲林縣, 147
臺南市, 547
高雄市, 283
屏東縣, 236
臺東縣, 22
花蓮縣, 103
金門縣, 0
連江縣, 0
澎湖縣, 0
