city, report_records
基隆市, 0
臺北市, 0
新北市, 103
宜蘭縣, 144
新竹市, 12
新竹縣, 201
桃園市, 412
苗栗縣, 93
臺中市, 677
彰化縣, 1449
南投縣, 62
嘉義市, 7
嘉義縣, 132
雲林縣, 110
臺南市, 461
高雄市, 224
屏東縣, 189
臺東縣, 10
花蓮縣, 95
金門縣, 0
連江縣, 0
澎湖縣, 0
