city, report_records
基隆市, 0
臺北市, 0
新北市, 103
宜蘭縣, 142
新竹市, 12
新竹縣, 198
桃園市, 396
苗栗縣, 93
臺中市, 657
彰化縣, 1400
南投縣, 58
嘉義市, 7
嘉義縣, 127
雲林縣, 108
臺南市, 444
高雄市, 220
屏東縣, 185
臺東縣, 10
花蓮縣, 95
金門縣, 0
連江縣, 0
澎湖縣, 0
