city, report_records
基隆市, 0
臺北市, 0
新北市, 133
宜蘭縣, 171
新竹市, 27
新竹縣, 285
桃園市, 592
苗栗縣, 144
臺中市, 940
彰化縣, 1984
南投縣, 123
嘉義市, 7
嘉義縣, 193
雲林縣, 166
臺南市, 639
高雄市, 329
屏東縣, 268
臺東縣, 22
花蓮縣, 105
金門縣, 0
連江縣, 0
澎湖縣, 0
