city, report_records
基隆市, 0
臺北市, 0
新北市, 59
宜蘭縣, 79
新竹市, 4
新竹縣, 121
桃園市, 200
苗栗縣, 62
臺中市, 395
彰化縣, 536
南投縣, 37
嘉義市, 0
嘉義縣, 81
雲林縣, 37
臺南市, 233
高雄市, 111
屏東縣, 94
臺東縣, 10
花蓮縣, 84
金門縣, 0
連江縣, 0
澎湖縣, 0
