city, report_records
基隆市, 0
臺北市, 0
新北市, 55
宜蘭縣, 8
新竹市, 4
新竹縣, 105
桃園市, 184
苗栗縣, 62
臺中市, 307
彰化縣, 396
南投縣, 29
嘉義市, 0
嘉義縣, 68
雲林縣, 20
臺南市, 199
高雄市, 71
屏東縣, 90
臺東縣, 10
花蓮縣, 84
金門縣, 0
連江縣, 0
澎湖縣, 0
