city, report_records
基隆市, 0
臺北市, 0
新北市, 126
宜蘭縣, 171
新竹市, 26
新竹縣, 279
桃園市, 565
苗栗縣, 136
臺中市, 884
彰化縣, 1946
南投縣, 112
嘉義市, 7
嘉義縣, 184
雲林縣, 157
臺南市, 581
高雄市, 309
屏東縣, 255
臺東縣, 22
花蓮縣, 103
金門縣, 0
連江縣, 0
澎湖縣, 0
