city, report_records
基隆市, 0
臺北市, 0
新北市, 103
宜蘭縣, 145
新竹市, 12
新竹縣, 203
桃園市, 433
苗栗縣, 97
臺中市, 688
彰化縣, 1483
南投縣, 72
嘉義市, 7
嘉義縣, 136
雲林縣, 117
臺南市, 466
高雄市, 229
屏東縣, 192
臺東縣, 10
花蓮縣, 95
金門縣, 0
連江縣, 0
澎湖縣, 0
