city, report_records
基隆市, 0
臺北市, 0
新北市, 121
宜蘭縣, 170
新竹市, 26
新竹縣, 262
桃園市, 507
苗栗縣, 126
臺中市, 854
彰化縣, 1806
南投縣, 112
嘉義市, 7
嘉義縣, 177
雲林縣, 153
臺南市, 560
高雄市, 303
屏東縣, 248
臺東縣, 22
花蓮縣, 103
金門縣, 0
連江縣, 0
澎湖縣, 0
