city, report_records
基隆市, 0
臺北市, 0
新北市, 135
宜蘭縣, 171
新竹市, 28
新竹縣, 293
桃園市, 608
苗栗縣, 150
臺中市, 967
彰化縣, 2039
南投縣, 130
嘉義市, 7
嘉義縣, 206
雲林縣, 181
臺南市, 674
高雄市, 332
屏東縣, 291
臺東縣, 22
花蓮縣, 107
金門縣, 0
連江縣, 0
澎湖縣, 0
