city, report_records
基隆市, 0
臺北市, 0
新北市, 55
宜蘭縣, 8
新竹市, 4
新竹縣, 110
桃園市, 188
苗栗縣, 62
臺中市, 344
彰化縣, 428
南投縣, 29
嘉義市, 0
嘉義縣, 69
雲林縣, 30
臺南市, 210
高雄市, 84
屏東縣, 91
臺東縣, 10
花蓮縣, 84
金門縣, 0
連江縣, 0
澎湖縣, 0
