city, report_records
基隆市, 0
臺北市, 0
新北市, 90
宜蘭縣, 124
新竹市, 10
新竹縣, 159
桃園市, 316
苗栗縣, 80
臺中市, 562
彰化縣, 934
南投縣, 44
嘉義市, 4
嘉義縣, 101
雲林縣, 61
臺南市, 301
高雄市, 187
屏東縣, 153
臺東縣, 10
花蓮縣, 94
金門縣, 0
連江縣, 0
澎湖縣, 0
