city, report_records
基隆市, 0
臺北市, 0
新北市, 148
宜蘭縣, 175
新竹市, 30
新竹縣, 324
桃園市, 703
苗栗縣, 172
臺中市, 1028
彰化縣, 2281
南投縣, 132
嘉義市, 7
嘉義縣, 216
雲林縣, 199
臺南市, 742
高雄市, 364
屏東縣, 314
臺東縣, 22
花蓮縣, 108
金門縣, 0
連江縣, 0
澎湖縣, 0
