city, report_records
基隆市, 0
臺北市, 0
新北市, 111
宜蘭縣, 163
新竹市, 19
新竹縣, 232
桃園市, 492
苗栗縣, 111
臺中市, 788
彰化縣, 1708
南投縣, 110
嘉義市, 7
嘉義縣, 155
雲林縣, 138
臺南市, 539
高雄市, 276
屏東縣, 228
臺東縣, 22
花蓮縣, 103
金門縣, 0
連江縣, 0
澎湖縣, 0
