city, report_records
基隆市, 0
臺北市, 0
新北市, 108
宜蘭縣, 147
新竹市, 12
新竹縣, 225
桃園市, 462
苗栗縣, 108
臺中市, 760
彰化縣, 1617
南投縣, 92
嘉義市, 7
嘉義縣, 144
雲林縣, 132
臺南市, 487
高雄市, 263
屏東縣, 211
臺東縣, 22
花蓮縣, 103
金門縣, 0
連江縣, 0
澎湖縣, 0
