city, report_records
基隆市, 0
臺北市, 0
新北市, 91
宜蘭縣, 129
新竹市, 11
新竹縣, 161
桃園市, 323
苗栗縣, 80
臺中市, 573
彰化縣, 1021
南投縣, 44
嘉義市, 4
嘉義縣, 101
雲林縣, 62
臺南市, 305
高雄市, 189
屏東縣, 153
臺東縣, 10
花蓮縣, 94
金門縣, 0
連江縣, 0
澎湖縣, 0
