city, report_records
基隆市, 0
臺北市, 0
新北市, 121
宜蘭縣, 168
新竹市, 24
新竹縣, 250
桃園市, 505
苗栗縣, 113
臺中市, 845
彰化縣, 1771
南投縣, 112
嘉義市, 7
嘉義縣, 169
雲林縣, 149
臺南市, 559
高雄市, 294
屏東縣, 247
臺東縣, 22
花蓮縣, 103
金門縣, 0
連江縣, 0
澎湖縣, 0
