city, report_records
基隆市, 0
臺北市, 0
新北市, 134
宜蘭縣, 171
新竹市, 27
新竹縣, 287
桃園市, 595
苗栗縣, 150
臺中市, 951
彰化縣, 2005
南投縣, 123
嘉義市, 7
嘉義縣, 195
雲林縣, 170
臺南市, 668
高雄市, 329
屏東縣, 271
臺東縣, 22
花蓮縣, 105
金門縣, 0
連江縣, 0
澎湖縣, 0
