city, report_records
基隆市, 0
臺北市, 0
新北市, 58
宜蘭縣, 66
新竹市, 4
新竹縣, 115
桃園市, 191
苗栗縣, 62
臺中市, 357
彰化縣, 462
南投縣, 32
嘉義市, 0
嘉義縣, 69
雲林縣, 34
臺南市, 227
高雄市, 97
屏東縣, 93
臺東縣, 10
花蓮縣, 84
金門縣, 0
連江縣, 0
澎湖縣, 0
