city, report_records
基隆市, 0
臺北市, 0
新北市, 58
宜蘭縣, 78
新竹市, 4
新竹縣, 118
桃園市, 197
苗栗縣, 62
臺中市, 387
彰化縣, 511
南投縣, 37
嘉義市, 0
嘉義縣, 81
雲林縣, 36
臺南市, 230
高雄市, 104
屏東縣, 94
臺東縣, 10
花蓮縣, 84
金門縣, 0
連江縣, 0
澎湖縣, 0
