city, report_records
基隆市, 0
臺北市, 0
新北市, 101
宜蘭縣, 140
新竹市, 12
新竹縣, 194
桃園市, 377
苗栗縣, 93
臺中市, 649
彰化縣, 1343
南投縣, 56
嘉義市, 5
嘉義縣, 120
雲林縣, 100
臺南市, 415
高雄市, 211
屏東縣, 172
臺東縣, 10
花蓮縣, 95
金門縣, 0
連江縣, 0
澎湖縣, 0
