city, report_records
基隆市, 0
臺北市, 0
新北市, 122
宜蘭縣, 170
新竹市, 26
新竹縣, 272
桃園市, 548
苗栗縣, 126
臺中市, 861
彰化縣, 1822
南投縣, 112
嘉義市, 7
嘉義縣, 177
雲林縣, 153
臺南市, 566
高雄市, 305
屏東縣, 248
臺東縣, 22
花蓮縣, 103
金門縣, 0
連江縣, 0
澎湖縣, 0
