city, report_records
基隆市, 0
臺北市, 0
新北市, 108
宜蘭縣, 146
新竹市, 12
新竹縣, 224
桃園市, 457
苗栗縣, 103
臺中市, 747
彰化縣, 1589
南投縣, 84
嘉義市, 7
嘉義縣, 144
雲林縣, 125
臺南市, 484
高雄市, 261
屏東縣, 202
臺東縣, 11
花蓮縣, 97
金門縣, 0
連江縣, 0
澎湖縣, 0
